use_keyword,latin_name_search,common_name_search,edibility_rating_search,medicinal_rating_search,plant_url,Care Requirements,Common Name,Common Names,Cultivation Details,Edibility Rating,Edible Uses,Family,Image URLs,Known Hazards,Medicinal Properties,Medicinal Rating,Native Range,Other Uses,Other Uses Rating,Propagation,Range,Scientific Name,Special Uses,Summary,USDA hardiness,Weed Potential
Emmenagogue,Caragana arborescens,"Siberian Pea Tree, Siberian peashrub",5,1,https://pfaf.org/user/Plant.aspx?LatinName=Caragana arborescens,Well drained soil; Moist Soil; Fully Hardy; Full sun,"Siberian Pea Tree, Siberian peashrub","Siberian Pea Tree, Siberian peashrub","Agroforestry Services: Living fence Agroforestry Services: Nitrogen Agroforestry Services: Windbreak Industrial Crop: Biomass Management: Coppice Management: Standard Minor Global Crop Staple Crop: Protein Succeeds in most well-drained soils, preferring full sun and a light sandy dry or well-drained soil[1, 11, 200]. Tolerates very alkaline soils[202]. Plants do not require a rich soil[1, 11, 108], succeeding on marginal land[160]. Established plants are drought resistant[160]. Fast growing[188]. Dormant plants are hardy to about -30°c[184], they prefer a continental climate and do not grow so well in areas that do not have very cold winters[200]. They grow and fruit very well in the eastern half of the country, even in northern areas, though they do not do so well in the wetter west[K]. The young growth in spring, even on mature plants, is frost-tender and so it is best to grow the plants in a position sheltered from the early morning sun[K]. The Siberian pea shrub has an excellent potential to become a staple food crop. The seed is nutritious and wholesome, although rather small it is often very freely borne and is easily harvested[K]. This species has also been recommended as a nitrogen-fixing windbreak and ground cover plant that binds the soil and produces fibre and dye stuffs[218]. C. boisii and C. fruticosa are closely related to this species[182] and can probably be used similarly[K]. A very ornamental plant, some named forms have been developed for their ornamental value[182]. 'Nana' is a very compact dwarf form[183] that grows slowly[11]. 'Pendula' has stiffly pendent branches but is otherwise the same as the type species[11]. A good bee plant[74]. Plants in this genus are notably resistant to honey fungus[200]. This species has a symbiotic relationship with certain soil bacteria, these bacteria form nodules on the roots and fix atmospheric nitrogen. Some of this nitrogen is utilized by the growing plant but some can also be used by other plants growing nearby[200]. The plant is heat tolerant in zones 8 through 1. (Plant Hardiness Zones show how well plants withstand cold winter temperatures. Plant Heat Zones show when plants would start suffering from the heat. The Plant Heat Zone map is based on the number of ""heat days"" experienced in a given area where the temperature climbs to over 86 degrees F (30°C). At this temperature, many plants begin to suffer physiological damage. Heat Zones range from 1 (no heat days) to 12 (210 or more heat days). For example Heat Zone. 11-1 indicates that the plant is heat tolerant in zones 11 through 1.) For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is multistemmed with multiple stems from the crown [1-2].",5,"Edible Parts: Oil Seed Seedpod Edible Uses: Oil Seed - cooked[2, 105]. Small but produced in abundance[11], there are 4 - 6 seeds per pod[202]. A bland flavour, it is best used in spicy dishes[183]. The raw seed has a mild pea-like flavour, though we are not sure if it should be eaten in quantity when raw[K]. The seed contains 12.4% of a fatty oil and up to 36% protein[183, 269], it has been recommended as an emergency food for humans[65]. More than just an emergency food, this species has the potential to become a staple crop in areas with continental climates[K]. Young pods - cooked and used as a vegetable[46, 61, 105, 177, 183, 269].",Fabaceae or Leguminosae,../Admin/PlantImages/CaraganaArborescens.jpg; ../Admin/PlantImages/CaraganaArborescens2.jpg,Reports that this plant contains toxins have not been substantiated[65]. The occurrence of cystine in the seeds is doubtful[65].,Cancer; Emmenagogue,1,"TEMPERATE ASIA: Altay, Buryatia, China, Gansu Sheng (east), Gorno-Altay, Hakasija, Hebei Sheng, Heilongjiang Sheng, Irkutsk, Kazakhstan (east), Kemerovskaja oblast, Krasnoyarsk, Kyrgyzstan, Mongolia (north), Nei Mongol Zizhiqu (northeast), Novosibirsk, Respublika, Respublika, Shaanxi Sheng, Shanxi Sheng, Tomsk, Tyva, Xinjiang Uygur Zizhiqu (north), Yakutia-Sakha,Russian Federation.","Companion Dye Fibre Hedge Hedge Oil Shelterbelt Soil stabilization A fibre obtained from the bark is used for making cordage[46, 61, 74, 269]. A blue dye is obtained from the leaves[74, 269]. The seed contains 12.4% of a fatty oil[74]. The plant can be grown as a hedge[160]. It is quite wind-resistant and can also be planted in a shelterbelt[200]. The plant has an extensive root system and can be used for erosion control, especially on marginal land[160]. Because of its nitrogen-fixing capacity, it is valued as a soil-improving plant[269]. 1. Nectary - Flowers rich in nectar and pollen: Yes – Caragana species produce flowers that are rich in nectar and pollen, attracting bees and other pollinators. 2. Wildlife - Food (Fruit, Seeds, Leaf litter, Shelter, Nesting, Roosting): Yes, the seeds and pods of Caragana species can provide food for birds and small mammals. The dense shrub structure offers shelter, nesting, and roosting sites for birds and insects. 3. Invertebrate Shelter (Overwintering sites, Leaf litter, Groundcover): Yes – Caragana’s dense growth can provide shelter for invertebrates, and its leaf litter can create overwintering sites for beneficial insects. 4. Pest Confuser (Smell): No – Caragana species do not have a strong scent that would act as a pest confuser.",4,"Seed - best sown as soon as it is ripe in a cold frame[200]. It usually germinates in 2 weeks[K]. Stored seed should be pre-soaked for 24 hours in warm water then sown in a cold frame[78, 113, 200]. If the seed has not swollen then scarify it and re-soak for another 12 hours before sowing[138]. Germination usually takes place within 2 - 3 weeks at 20°c[138]. Good percentage[11]. As soon as they are large enough to handle, prick the seedlings out into individual pots and grow them on in a greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. There are approximately 40,000 seeds per kilo[269]. Cuttings of half-ripe wood, 7 - 10cm with a heel, July/August in a frame[113]. Layering in spring.",E. Asia - Siberia to Mongolia. Occasionally naturalized in Europe in France[50].,Caragana arborescens - Lam.,Attracts Wildlife Carbon Farming Food Forest Hedge Hedge Nitrogen Fixer,"C. arborescensis is a medium to fast growing perennial shrub. A species of legume. Leaves are alternate and compound with small leaflets and can be light to dark green. Small, yellow fragrant flowers bloom in early summer with pod fruits, containing many seeds, ripening in mid summer. Both the seed and seed pods are edible. Medicinal Uses include: Cancer; Emmenagogue. Other uses include: Dye; Fibre; Hedge; Oil; Shelterbelt; Soil stabilization; Hedge.",2-7,No
Emmenagogue,Chenopodium vulvaria,Stinking Goosefoot. Arrach - Wormseed,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Chenopodium vulvaria,Moist Soil; Fully Hardy; Full sun,Stinking Goosefoot. Arrach - Wormseed,Stinking Goosefoot. Arrach - Wormseed,"An easily grown plant, succeeding in most soils but disliking shade[1, 200]. It prefers a moderately fertile soil[200]. The plant contains trimethylamine, and when touched it gives off the nauseous odour of stale salt fish[4, 17].",2,"Edible Parts: Leaves Seed Edible Uses: Leaves and flower buds - cooked and used like spinach. The raw leaves should only be eaten in small quantities, see the notes above on toxicity. Although edible, the smell of the leaves would discourage most people from using this plant[K]. Seed - cooked. Ground into a powder, mixed with wheat or other cereals and used in making bread etc. The seed is small and fiddly, it should be soaked in water overnight and thoroughly rinsed before it is used in order to remove any saponins.",Chenopodiaceae,../Admin/PlantImages/ChenopodiumVulvaria.jpg; ../Admin/PlantImages/ChenopodiumVulvaria2.jpg,"The leaves and seeds of all members of this genus are more or less edible. However, many of the species in this genus contain saponins, though usually in quantities too small to do any harm. Although toxic, saponins are poorly absorbed by the body and most pass straight through without any problem. They are also broken down to a large extent in the cooking process. Saponins are found in many foods, such as some beans. Saponins are much more toxic to some creatures, such as fish, and hunting tribes have traditionally put large quantities of them in streams, lakes etc in order to stupefy or kill the fish[K]. The plants also contain some oxalic acid, which in large quantities can lock up some of the nutrients in the food. However, even considering this, they are very nutritious vegetables in reasonable quantities. Cooking the plants will reduce their content of oxalic acid. People with a tendency to rheumatism, arthritis, gout, kidney stones or hyperacidity should take especial caution if including this plant in their diet since it can aggravate their condition[238].",Antispasmodic; Eczema; Emmenagogue; Women's complaints,1,"TEMPERATE ASIA: Oman, Yemen, Iran, Iraq, Israel, Jordan, Lebanon, Syria, Turkey, Russian Federation-Western Siberia (Western Siberia), Tajikistan TROPICAL ASIA: Pakistan EUROPE: United Kingdom, Sweden, Austria, Belgium, Switzerland, Czech Republic, Germany, Hungary, Poland, Slovakia, Russian Federation (European part), Belarus, Ukraine (incl. Krym), Albania, Bulgaria, Bosnia and Herzegovina, Greece (incl. Crete), Croatia, Italy (incl. Sardinia, Sicily), North Macedonia, Montenegro, Romania, Serbia, Slovenia, Spain (incl. Baleares), France (incl. Corsica), Portugal AFRICA: Algeria, Egypt, Libya, Morocco, Tunisia",Dye Gold/green dyes can be obtained from the whole plant[168].,1,Seed - sow spring in situ. Most of the seed usually germinates within a few days of sowing.,"Europe, including Britain, from Scandanavia south and east to N. Africa and S.W. Asia.",Chenopodium vulvaria - L.,Scented Plants,,4-8,No
Emmenagogue,Corydalis intermedia,,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Corydalis intermedia,Moist Soil; Semi-shade,,,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it should succeed outdoors in many parts of this country. The following notes are based on the general needs of the genus. Prefers a moist, well-drained rather light soil, thriving in semi-shade[1]. Grows well in a woodland garden or peat bed. Plants seem to be immune to the predations of rabbits[233].",0,None known,Papaveraceae,../Admin/PlantImages/CorydalisIntermedia.gif; ../Admin/PlantImages/CorydalisIntermedia2.gif,"Although no specific mention has been seen for this species, there is a report that Corydalis species are potentially toxic in moderate doses[222].",Emmenagogue,1,Coming Soon,None known,0,"Seed - best sown as soon as it is ripe, the seed rapidly loses viability if it is allowed to become dry[129]. Surface sow and keep moist, it usually germinates in 1 - 3 months at 15°c[164]. Germinates in spring according to another report[129]. Two months warm, then a cold stratification improves the germination of stored seed[134, 164]. Sow the seed thinly so that the seedlings can be allowed to grow undisturbed in the pot for their first year. Apply liquid feed at intervals during their growing season to ensure they are well fed. The seedlings only produce one leaf in their first year of growth[175] and are very prone to damping off[129]. Divide the seedlings into individual pots once they have become dormant and grow them on in a partially shaded area of a greenhouse for at least another year. Plant them out into their permanent positions when they are dormant. Division after flowering.","Northern and central Europe, extending to central Spain and northern Italy.",Corydalis intermedia - (L.)Mérat.,,,Coming soon,No
Emmenagogue,Euonymus alatus apterus,Winged Spindle Tree,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Euonymus alatus apterus,Semi-shade; Well drained soil; Moist Soil; Fully Hardy; Full sun,Winged Spindle Tree,Winged Spindle Tree,"Thrives in almost any well-drained soil, including chalk, it is particularly suited to dry shaded areas[200]. Prefers a well-drained loamy soil[1]. A very ornamental plant[1].",1,"Edible Parts: Fruit Leaves Edible Uses: Tea Young leaves, boiled[105, 177]. The fruit may be edible[105, 177]. No further details. The fruit is about 8mm in diameter[200]. These reports of edibility should be treated with some caution, see the notes above on toxicity. The flowers are a tea substitute[178].",Celastraceae,../Admin/PlantImages/noplantimage1.JPG; ../Admin/PlantImages/noplantimage2.JPG,"Although no records of toxicity have been seen for this species, a number of plants in this genus are suspected of being poisonous and so some caution is advised.",Anodyne; Anthelmintic; Antiphlogistic; Astringent; Blood tonic; Carminative; Emmenagogue,2,Coming Soon,Hedge Hedge None known,0,"Seed - best sown as soon as it is ripe in a cold frame. Stored seed requires 8 - 12 weeks warm followed by 8 - 16 weeks cold stratification and can then be sown in a cold frame[78, 98]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of half-ripe wood, 5 - 8cm long taken at a node or with a heel, July/August in a frame. Very easy[200].",E. Asia - Japan.,Euonymus alatus apterus - Regel.,Hedge Hedge,,3-7,No
Emmenagogue,Forsythia viridissima,"Golden Bells, Greenstem forsythia, Forsythia",0,2,https://pfaf.org/user/Plant.aspx?LatinName=Forsythia viridissima,Semi-shade; Moist Soil; Fully Hardy; Full shade; Full sun,"Golden Bells, Greenstem forsythia, Forsythia","Golden Bells, Greenstem forsythia, Forsythia","An easily grown plant, it succeeds in all soil types[202] but prefers a rich soil. Succeeds in limey soils. Grows well in heavy clay soils. It prefers a sunny position but succeeds in semi shade though it is apt to get leggy if grown in the shade of trees[182]. Succeeds against a north-facing wall[219]. Plants are hardy to about -25°c[184]. Plants are medium to fast growing[202]. Flowers are produced on wood that is more than one year old[202]. Any pruning is best done immediately after the plant has finished flowering[182, 200]. There are some named varieties, selected for their ornamental value[11, 200]. This species is notably susceptible to honey fungus[200]. Special Features: Attractive foliage, Not North American native, Blooms are very showy. In garden design, as well as the above-ground architecture of a plant, root structure considerations help in choosing plants that work together for their optimal soil requirements including nutrients and water. The root pattern is fleshy. Thick or swollen - fibrous or tap root [2-1].",0,None known,Oleaceae,../Admin/PlantImages/ForsythiaViridissima.gif; ../Admin/PlantImages/ForsythiaViridissima2.gif,"Leaves contain the glycoside Phillyrin[179], its potency is unknown.",Antibacterial; Antifungal; Antispasmodic; Emmenagogue,2,"TEMPERATE ASIA: China (Anhui Sheng, Fujian Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Yunnan Sheng (northwest), Zhejiang Sheng), Korea","Landscape Uses: Border, Erosion control, Ground cover, Massing.",3,"Seed - sow spring in a cold frame. The seed usually germinates within 2 months[K]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of half-ripe wood 10 - 15cm taken at a node, July/August in a frame. Plant out in autumn or spring. A very high percentage, they root within 3 weeks[78]. Cuttings of mature wood in a sheltered outdoor bed. Good percentage[78]. Layering in spring or summer. Plants often self-layer[K].",E. Asia - China.,Forsythia viridissima - Lindl.,Food Forest,"Bloom Color: Yellow. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Rounded, Spreading or horizontal.",5-8,No
Emmenagogue,Galanthus nivalis,"Snowdrop, Common Snowdrop",0,1,https://pfaf.org/user/Plant.aspx?LatinName=Galanthus nivalis,Moist Soil; Fully Hardy; Semi-shade,"Snowdrop, Common Snowdrop","Snowdrop, Common Snowdrop","Landscape Uses:Alpine garden, Border, Container, Foundation, Massing, Rock garden, Woodland garden. Prefers a moist heavy loam[108], growing well in grass or amongst shrubs[1]. Prefers a shady position[28, 31]. The dormant bulbs are fairly hardy and will withstand soil temperatures down to at least -5°c[214]. A very ornamental plant[1], it grows well on the woodland edge[24]. The bulbs should be planted about 5 - 7cm deep as early in the spring as possible[1]. A good bee plant, providing an early source of pollen and nectar[108]. Special Features:Not North American native, Naturalizing, All or parts of this plant are poisonous, Fragrant flowers.",0,None known,Amaryllidaceae,../Admin/PlantImages/GalanthusNivalis.gif; ../Admin/PlantImages/GalanthusNivalis2.gif,"The bulb is somewhat poisonous[100, 200]",Emmenagogue,1,"TEMPERATE ASIA: Russian Federation-Ciscaucasia (Ciscaucasia) EUROPE: Austria, Switzerland, Czech Republic, Germany, Hungary, Poland, Slovakia, Moldova, Ukraine, Former Yugoslavia, Albania, Bulgaria, Greece (n. & Kastellorizo Island), Italy (incl. Sicily), Romania, Turkey (Istanbul), Spain (northeast), France",None known,0,"Seed - best sown as soon as it is ripe in a cold frame[1]. Sow the seed thinly so that there is no need to thin them. The seed usually germinates in the spring[1]. Grow them on in the same pot in a cold frame for the first two years, giving an occasional liquid feed to ensure the plants do not become nutrient deficient. Pot up the small bulbs whilst they are still in leaf in early summer of their second year's growth, putting about 3 bulbs in each pot. Grow them on in the cold frame for a further year before planting them out into their permanent positions in late spring whilst they are still in growth. The plants take about 4 years to flower from seed[200]. Division of offsets[1, 200]. This is best done immediately after the plants have finished flowering (and still have green leaves) though it can also be done in late summer and early autumn when the plants are dormant[200]. Scooping.","Europe, including Britain, the Netherlands to the Pyrenees, east to N. Syria, S. E. Russia, W. Asia.",Galanthus nivalis - L.,,"Bloom Color: White. Main Bloom Time: Early spring, Late winter, Mid winter. Form: Upright or erect.",3-9,No
Emmenagogue,Lavandula latifolia,"Spike Lavender, Broadleaved lavender",2,2,https://pfaf.org/user/Plant.aspx?LatinName=Lavandula latifolia,Well drained soil; Moist Soil; Fully Hardy; Full sun,"Spike Lavender, Broadleaved lavender","Spike Lavender, Broadleaved lavender","Succeeds in almost any soil so long as it is well-drained and not too acid[1, 200]. Prefers a sunny position in a neutral to alkaline soil[14, 200]. Prefers a light warm dry soil[37]. When grown in rich soils the plants tend to produce more leaves but less essential oils[4]. Very tolerant of salt wind exposure. Established plants are drought tolerant[190]. When growing for maximum essential oil content, the plant must be given a very warm sunny position and will do best in a light sandy soil, the fragrance being especially pronounced in a chalky soil[245]. This species of lavender is cultivated for its essential oil in S. France and England[46, 61]. It is very closely related to L. angustifolia but perhaps not so hardy, tolerating temperatures down to about -10°c[11, 200]. Plants are not very long-lived and soon become straggly unless pruned. Any trimming of the plant is best done in spring and should not be done in the autumn since this can encourage new growth that will not be very cold-hardy[200]. A good bee plant[7, 24], also attracting butterflies and moths[30]. A good companion for most plants[54], growing well with cabbages[14].",2,"Edible Parts: Edible Uses: Condiment Leaves - raw[2, 15]. Used as a condiment in salads[177]. Very aromatic[7], they cannot be eaten in quantity[K]. An essential oil from the flowers is used as a food flavouring[183].",Lamiaceae or Labiatae,../Admin/PlantImages/LavandulaLatifolia.jpg; ../Admin/PlantImages/LavandulaLatifolia2.jpg,None known,Abortifacient; Antibacterial; Antiseptic; Antispasmodic; Aromatherapy; Carminative; Emmenagogue,2,"EUROPE: Italy (north), Spain, France (south)","Essential Incense Pot-pourri Repellent Agroforestry uses: Lavender is excellent for attracting pollinators and beneficial insects. It can also be used as a ground cover, hedge, or ornamental plant. Its essential oils have pest-repellent properties, making it beneficial in organic farming. An essential oil is obtained from the flowers - used in soap making, perfumery, food flavouring, veterinary medicines, porcelain painting etc[46, 61]. This species yields up to three times the quantity of essential oil than is obtained from L. angustifolia, but the quality is inferior to that species[4, 11, 171]. When growing the plant for its essential oil content, it is best to harvest the flowering stems as soon as the flowers have faded[245]. The aromatic leaves and flowers are used as an insect repellent in the linen cupboard etc[46, 61]. They are also used in pot-pourri[245] and are said to repel mice[20]. The flowering stems, once the flowers have been removed for use in pot-pourri etc, can be tied in small bundles and burnt as incense sticks[245]. 1. Nectary - Flowers rich in nectar and pollen: Yes – Lavender flowers are well-known for being rich in nectar and pollen, attracting a wide range of pollinators, including bees, butterflies, and other beneficial insects. 2. Wildlife - Food (Fruit, Seeds, Leaf litter, Shelter, Nesting, Roosting): No – While lavender attracts many insects for its nectar, it does not produce fruit or seeds that are widely consumed by birds or mammals. Its foliage is not typically dense enough to provide shelter, nesting, or roosting sites for wildlife. 3. Invertebrate Shelter (Overwintering sites, Leaf litter, Groundcover): Yes – Lavender’s dense, woody stems and leaf litter can offer shelter and overwintering sites for invertebrates, especially beneficial insects. 4. Pest Confuser (Smell): Yes – Lavender’s strong scent is often used as a natural pest deterrent, confusing and repelling pests such as moths, mosquitoes, and flies.",5,"Seed - sow spring in a greenhouse and only just cover the seed[4]. It usually germinates in 1 - 3 months at 15°c. When large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse or cold frame for their first winter, planting them out in late spring after the last expected frosts. Cuttings of half-ripe wood 7 - 10cm with a heel, July/August in a frame. Usually very east, a high percentage will root within a few weeks[78]. Grow them on in the greenhouse for their first winter and plant them out in late spring after the last expected frosts. Cuttings 7cm with a heel succeed at almost any time of the year[1]. Layering.",Europe - W. Mediterranean.,Lavandula latifolia - Medik.,Attracts Wildlife Food Forest Scented Plants,,6-9,No
Emmenagogue,Ligusticum brachylobum,,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Ligusticum brachylobum,Moist Soil; Full sun,,,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it could succeed outdoors in many parts of this country. The following notes are based on the general needs of the genus. Succeeds in any well-drained soil in a sunny position[200].",0,None known,Apiaceae or Umbelliferae,../Admin/PlantImages/noplantimage1.JPG; ../Admin/PlantImages/noplantimage2.JPG,None known,Anodyne; Antidote; Antipyretic; Antiseptic; Diaphoretic; Emmenagogue; Expectorant,2,Coming Soon,None known,0,"The seed is best sown as soon as it is ripe in a cold frame in the autumn. Stored seed should be sown as early in the year as possible in a greenhouse or cold frame[200]. Prick out the seedlings into individual pots when they are large enough to handle and plant them out into their permanent positions in the summer if they have grown large enough. Otherwise, keep them in a cold frame for the first winter and plant them out in early summer. Division in spring.","E. Asia - China, Japan.",Ligusticum brachylobum - Franch.,,,Coming soon,No
Emmenagogue,Lilium candidum,Madonna Lily,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Lilium candidum,Moist Soil; Fully Hardy; Full sun; Semi-shade,Madonna Lily,Madonna Lily,"Prefers an open free-draining humus-rich fertile loamy soil with its roots in the shade and its head in the sun[90, 200]. Prefers a sunny position[143] but also succeeds in shade[163]. Succeeds in ordinary garden soil[1]. Grows well in acid[42] and limy soils[4, 42, 47, 90], though it prefers a limey soil[200]. A very ornamental plant[1, 7]. It is seen as a symbol of purity and in Christian tradition is devoted to the Virgin Mary, in pre-Christian times it was sacred to Juno, the Goddess of heaven[238]. The flowers have a scent of heather honey[245]. The Madonna lily is generally very hardy and easy to grow[143] but it is unpredictable and does not grow or flower well in all gardens[90, 238]. It is also susceptible to botrytis[143]. Only just cover the bulb with soil[47, 200]. It is best to leave the clumps undisturbed since they resent being moved[143, 238], but if you need to transplant then this is best done in late August to early September, certainly no later than mid-October[143]. Plants produce a basal rosette of over-wintering leaves in the autumn[200], these die off as the plant comes into flower[188]. The plant should be protected against rabbits and slugs in early spring. If the shoot tip is eaten out the bulb will not grow in that year and will lose vigour[200].",3,"Edible Parts: Root Edible Uses: Bulb - cooked. The raw bulb contains an acrid principle, but this is destroyed by drying or thorough heating[4]. When cooked the bulb is pulpy, sweet and sugary[4]. Rich in starch, it can be used as a vegetable in similar ways to potatoes (Solanum tuberosum).",Liliaceae,../Admin/PlantImages/LiliumCandidum.jpg; ../Admin/PlantImages/LiliumCandidum2.jpg,None known,Astringent; Demulcent; Emmenagogue; Emollient; Epilepsy; Expectorant,2,"TEMPERATE ASIA: Israel, Lebanon, Syria, Turkey (southwest) EUROPE: Former Yugoslavia (south), Greece (w. & s.)","Essential An essential oil from the flowers is used in perfumery[4, 61].",2,"Seed - immediate epigeal germination[130]. Sow thinly in pots from late winter to early spring in a cold frame. Should germinate in 2 - 4 weeks[163]. Great care should be taken in pricking out the young seedlings, many people prefer to leave them in the seed pot until they die down at the end of their second years growth. This necessitates sowing the seed thinly and using a reasonably fertile sowing medium. The plants will also require regular feeding when in growth. Divide the young bulbs when they are dormant, putting 2 - 3 in each pot, and grow them on for at least another year before planting them out into their permanent positions when the plants are dormant[K]. Division with care in the autumn once the leaves have died down. Replant immediately[200]. Bulb scales can be removed from the bulbs in early autumn. If they are kept in a warm dark place in a bag of moist peat, they will produce bulblets. These bulblets can be potted up and grown on in the greenhouse until they are large enough to plant out[200]. Bulblets are formed on the stem just below the soil surface. These should be dug up in the autumn and replanted immediately, preferably in a cold frame for growing on until large enough to plant out into the garden[143, 163]. The formation of bulbils on the stem can be induced by either removing the stem at flowering time and layering it just below the soil surface, or by removing all the flowers before they open.",S.W. Asia. Naturalized in Europe around the Mediterranean.,Lilium candidum - L.,Scented Plants,,5-9,No
Emmenagogue,Potentilla chinensis,Chinese Cinquefoil,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla chinensis,Moist Soil; Full sun; Semi-shade,Chinese Cinquefoil,Chinese Cinquefoil,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it should succeed outdoors in most parts of this country. The following notes are based on the general needs of the genus. Easily grown in a well-drained loam, preferring a position in full sun but tolerating shade[1]. Prefers an alkaline soil but tolerates a slightly acid soil[200]. Members of this genus are rarely if ever troubled by browsing deer[233].",1,"Edible Parts: Leaves Shoots Edible Uses: Young shoots and leaves - cooked. A famine food, it is only used when all else fails[179].",Rosaceae,../Admin/PlantImages/noplantimage1.JPG; ../Admin/PlantImages/noplantimage2.JPG,None known,Astringent; Emmenagogue; Febrifuge,1,"Coming Soon TEMPERATE ASIA: Russian Federation (Buryatia, Chita), Mongolia, Russian Federation (Amur, Primorye), China (Anhui Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hebei Sheng, Heilongjiang Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng, Sichuan Sheng, Xizang Zizhiqu, Yunnan Sheng), Korea, Japan (Honshu, Kyushu, Shikoku), Taiwan",None known,0,"Seed - sow early spring or autumn in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division in spring. Larger divisions can be planted out direct into their permanent positions. We have found that it is better to pot up the smaller divisions and grow them on in light shade in a cold frame until they are well established before planting them out in late spring or early summer.","E. Asia - China, Japan, Korea, Manchuria.",Potentilla chinensis - Ser.,,,Coming soon,No
